Semantics	Syntax	Semantic_classes_of_nouns	Pejorative	Chained	Associated_verbs	Left_context	Center	Punct	Right_context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Full_context
Topic change	Ungoverned	Human + animals		no		  	 Мыши 	  	мышами и суслики ― их он 	Михаил Бутов. Свобода // «Новый Мир», 1999 	Михаил Бутов 	1964 	Свобода 	1999 	художественная 	роман 	 	«Новый Мир» 	1999 	 Мыши мышами и суслики ― их он, точно, предпочитает, ― но бьет и утку, и глухаря.  [Михаил Бутов. Свобода // «Новый Мир», 1999] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		   Однако опалы опалами, 	 награды 	  	наградами, а все, что совершалось 	Александр Архангельский. Александр I (2000) 	Александр Архангельский 	1962 	Александр I 	2000 	публицистика ,  нехудожественная 	монография 	наука и технологии, история 	Александр Архангельский «Александр I» 	2000 	  Однако опалы опалами, награды наградами, а все, что совершалось в александровскую эпоху, не было для Филарета чужим, чуждым.  [Александр Архангельский. Александр I (2000)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 нападок на “Оттепель”, например, ― ведь 	 нападки 	  	нападками, а повесть-то просто 	А. Т. Твардовский. Рабочие тетради 60-х годов (1961) // «Знамя», 2000 	А. Т. Твардовский 	1910 	Рабочие тетради 60-х годов 	1961 	бытовая, нехудожественная 	дневник, записные книжки 	частная жизнь 	«Знамя» 	2000 	 Можно было бы не унижаться и до памятливости насчёт нападок на “Оттепель”, например, ― ведь нападки нападками, а повесть-то просто плохонькая.  [А. Т. Твардовский. Рабочие тетради 60-х годов (1961) // «Знамя», 2000] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― 	 Науки 	  	науками, ― вздохнул Кузьмичов, ― а вот 	А. П. Чехов. Степь (1888) 	А. П. Чехов 	1860 	Степь 	1888 	художественная 	повесть 	 	А. П. Чехов. Полное собрание сочинений и писем 	1974 	  ― Науки науками, ― вздохнул Кузьмичов, ― а вот как не догоним Варламова, так и будет нам наука.  [А. П. Чехов. Степь (1888)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		 и свитера…   Шутки ― шутками, а 	 нити 	 ―  	нитями.   Белковые нити подвешивали к 	И. Дуэль. Четверть века назад // «Химия и жизнь», 1967 	И. Дуэль 	 	Четверть века назад 	1967 	публицистика ,  нехудожественная 	статья 	история, наука и технологии, химия, биология 	«Химия и жизнь» 	1967 	"  Из решетки мясорубки вылезали готовые чулки, перчатки и свитера…   Шутки ― шутками, а нити ― нитями.   Белковые нити подвешивали к крючку торзионных весов; к нити прикреплялся грузик, к стрелке весов ― небольшое зеркальце, бросавшее «зайчик» на шкалу линейки.  [И. Дуэль. Четверть века назад // «Химия и жизнь», 1967] [омонимия не снята]"
Topic change	Ungoverned	Concrete		yes		  Что за сближение?  	 Ноги 	 ―  	ногами, а голова ― головой.  В 	Н. В. Гоголь. Выбранные места из переписки с друзьями (1843-1847) 	Н. В. Гоголь 	1809 	Выбранные места из переписки с друзьями 	1843-1847 	художественная 	письмо литературное 	философия 	Н. В. Гоголь. Собрание сочинений в 7 томах 	1984 	" Что за сближение?  Ноги ― ногами, а голова ― головой.  В некоторых местах Европы это поняли: театр высших драматических представлений там отделен и пользуется один поддержкой правительств; но поняли это в отношении порядка внешнего.  [Н. В. Гоголь. Выбранные места из переписки с друзьями (1843-1847)] [омонимия не снята]"
Topic change	Ungoverned	Human + animals		no		  Мы считаем так: 	 няни 	  	нянями, но мы должны проводить 	Юлия Пешкова. Детство дома (2002) // «Домовой», 2002.06.04 	Юлия Пешкова 	 	Детство дома 	2002 	публицистика ,  нехудожественная 	интервью 	дом и домашнее хозяйство 	«Домовой» 	2002.06.04 	 Мы считаем так: няни нянями, но мы должны проводить с дочкой как можно больше времени.  [Юлия Пешкова. Детство дома (2002) // «Домовой», 2002.06.04] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Я сказал, что 	 обеды 	 ―  	обедами, дело тут вовсе не 	И. Л. Солоневич. Россия в концлагере (1935) 	И. Л. Солоневич 	1891 	Россия в концлагере 	1935 	публицистика ,  нехудожественная 	мемуары 	политика и общественная жизнь, администрация и управление, криминал, частная жизнь, бизнес, коммерция, экономика, финансы, спорт, социология, право 	III Издание. Издательство «Голосъ Россiи», Софiя, 1938 	1938 	 Я сказал, что обеды ― обедами, дело тут вовсе не в них, а в том, что он, заведующий, срывает политику советской власти, что он, заведующий, занимается уравниловкой, каковая уравниловка является конкретным проявлением троцкистскаго загиба.  [И. Л. Солоневич. Россия в концлагере (1935)] [омонимия не снята]
Topic change	Ungoverned	Human + animals		yes		 Но, дорогой мой, Дарвин Дарвином, 	 обезьяны 	  	обезьянами, а факт налицо.  	В. П. Катаев. Миллион терзаний (1930) 	В. П. Катаев 	1897 	Миллион терзаний 	1930 	художественная 	пьеса 	 	В. Катаев. Собр.соч.: В 9 т. Т. 7. Пьесы. М.: «Худ. лит.», 1971 	1971 	 Но, дорогой мой, Дарвин Дарвином, обезьяны обезьянами, а факт налицо.  [В. П. Катаев. Миллион терзаний (1930)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		 корень посмотрю ― вижу: радости ― радостями, 	 обещанья 	 ―  	обещаньями, а сама жизнь, действительность 	Д. А. Фурманов. Мятеж (1924) 	Д. А. Фурманов 	1891 	Мятеж 	1924 	художественная 	роман 	 	Фурманов Д. А. Рассказы. Повести. Заметки о литературе 	1984 	 И когда я в корень посмотрю ― вижу: радости ― радостями, обещанья ― обещаньями, а сама жизнь, действительность семиреченская говорит за то, что семиреки отсюда никуда доброй волей не уйдут.  [Д. А. Фурманов. Мятеж (1924)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Обиды 	  	обидами, но когда показываешь негодяю 	Н. Леонов, А. Макеев. Эхо дефолта (2000-2004) 	Н. Леонов, А. Макеев 	1933 	Эхо дефолта 	2000-2004 	художественная 	роман 	 	Н. Леонов, А. Макеев. Эхо дефолта 	2004 	 Обиды обидами, но когда показываешь негодяю, какое сокровище он обижает, то даже самый распоследний мерзавец начинает испытывать муки совести и потом заглаживает свою вину колечком или браслетиком.  [Н. Леонов, А. Макеев. Эхо дефолта (2000-2004)] [омонимия не снята]
Topic change	Ungoverned	Human + animals		no		  	 Общественники 	  	общественниками, но весь 2012 год 	Дмитрий Орешкин. Самозащитники Отечества // «Огонек», 2013 	Дмитрий Орешкин 	1953 	Самозащитники Отечества 	2013 	публицистика, нехудожественная 	статья 	администрация и управление, армия и вооруженные конфликты 	«Огонек» 	2013 	 Общественники общественниками, но весь 2012 год речь шла о муниципальной казацкой милиции на профессиональной основе, для поддержания которой, по сообщениям СМИ, предполагается выделить 650 млн рублей из краевого бюджета.  [Дмитрий Орешкин. Самозащитники Отечества // «Огонек», 2013] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		   Однако 	 опалы 	  	опалами, награды наградами, а все 	Александр Архангельский. Александр I (2000) 	Александр Архангельский 	1962 	Александр I 	2000 	публицистика ,  нехудожественная 	монография 	наука и технологии, история 	Александр Архангельский «Александр I» 	2000 	  Однако опалы опалами, награды наградами, а все, что совершалось в александровскую эпоху, не было для Филарета чужим, чуждым.  [Александр Архангельский. Александр I (2000)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   Но 	 оперы 	  	операми, а жизнь ― не складывалась 	Борис Евсеев. Евстигней // «Октябрь», 2010 	Борис Евсеев 	1951 	Евстигней 	2010 	художественная 	роман 	 	«Октябрь» 	2010 	  Но оперы операми, а жизнь ― не складывалась.  [Борис Евсеев. Евстигней // «Октябрь», 2010] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Остроты 	 ―  	остротами, но хочется думать, что 	Андрей Турков. В защиту поэзии и поэтов (1999) // «Дружба народов», 1999.04.15 	Андрей Турков 	1924 	В защиту поэзии и поэтов 	1999 	публицистика ,  нехудожественная 	отзыв 	искусство и культура 	«Дружба народов» 	1999.04.15 	  Остроты ― остротами, но хочется думать, что, даже бегло пролистав эту книгу и вволю потрунив над ее названием («ну кто ж над стихами плачет в наше-то время!»  [Андрей Турков. В защиту поэзии и поэтов (1999) // «Дружба народов», 1999.04.15] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		  ― Ека произнесла иронически.  ― 	 Отношения 	  	отношениями, а дело делом.  Да 	Н. В. Кожевникова. Внутренний двор (1984) 	Н. В. Кожевникова 	1949 	Внутренний двор 	1984 	художественная проза 	повесть 	 	Кожевникова Надежда. Гарантия успеха. М.: Аграф, 2004 	2004 	 ― Ека произнесла иронически.  ― Отношения отношениями, а дело делом.  Да и о чем разговор?  [Н. В. Кожевникова. Внутренний двор (1984)] [омонимия не снята]
Topic change	Ungoverned	Human + animals		no		 раскрытие семейных дел г-на ***.   Но 	 отцы 	 ―  	отцами.  Они давно заслужили свою 	Народная воля. Социально-революционное обозрение. №3 // «Народная воля», 1880 	 	 	Народная воля. Социально-революционное обозрение. №3 	1880 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь 	«Народная воля» 	1880 	 Шпион, живший в отеле, увидев эту надпись, сообразил, что генералов евреев не бывает, и сделал донос, в результате которого и получилось раскрытие семейных дел г-на ***.   Но отцы ― отцами.  Они давно заслужили свою долю апатичным отношением к окружающей их мерзости…  [Народная воля. Социально-революционное обозрение. №3 // «Народная воля», 1880] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Ошибки 	  	ошибками, но внезапное улучшение отношений 	Сергей Лукьяненко. Ночной дозор (1998) 	Сергей Лукьяненко 	1968 	Ночной дозор 	1998 	художественная 	роман 	 	 	 	 Ошибки ошибками, но внезапное улучшение отношений с партнером стоит того.  [Сергей Лукьяненко. Ночной дозор (1998)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― А все ж, бабы, 	 палаты 	  	палатами, а напредки больше пеките 	Н. Н. Златовратский. Крестьяне-присяжные (1874) 	Н. Н. Златовратский 	1845 	Крестьяне-присяжные 	1874 	художественная 	повесть 	 	Златовратский Н. Н. Деревенский король Лир: Повести, рассказы, очерки 	1988 	  ― А все ж, бабы, палаты палатами, а напредки больше пеките…  [Н. Н. Златовратский. Крестьяне-присяжные (1874)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  ― 	 Пальцы 	  	пальцами, а мы сначала, пожалуй 	Н. Леонов, А. Макеев. Ментовская крыша (2004) 	Н. Леонов, А. Макеев 	1933 	Ментовская крыша 	2004 	художественная 	роман 	 	Н. Леонов, А. Макеев. Ментовская крыша 	2004 	 ― Пальцы пальцами, а мы сначала, пожалуй, с документами ознакомимся, да и копии себе сделаем…  [Н. Леонов, А. Макеев. Ментовская крыша (2004)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		 доказавшим, что карусели каруселями, а 	 памятники 	  	памятниками.  	Архангельские мужики (1998) // «Профессионал», 1998.07.01 	 	 	Архангельские мужики 	1998 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь 	«Профессионал» 	1998.07.01 	  Времена менялись, и когда было принято решение на месте Немецкого кладбища соорудить детский парк, телевидение устроило диспут главного городского архитектора с Барашковым, доказавшим, что карусели каруселями, а памятники памятниками.  [Архангельские мужики (1998) // «Профессионал», 1998.07.01] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 Потому что в таких поездках 	 переговоры 	  	переговорами, но все-таки есть возможность 	Игорь Бочаров. Зачем? Отпуск ― это профессиональный суицид (2002) // «Известия», 2002.06.28 	Игорь Бочаров 	 	Зачем? Отпуск ― это профессиональный суицид 	2002 	публицистика ,  нехудожественная 	статья 	политика и общественная жизнь 	«Известия» 	2002.06.28 	 Потому что в таких поездках переговоры переговорами, но все-таки есть возможность отвлечься, сменить обстановку.  [Игорь Бочаров. Зачем? Отпуск ― это профессиональный суицид (2002) // «Известия», 2002.06.28] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Однако 	 переговоры 	  	переговорами, а надо было решать 	Леонид Заварский. Новый этап развития ЕлАЗа (1996) // «Коммерсантъ-Daily», 1996.01.20 	Леонид Заварский 	 	Новый этап развития ЕлАЗа 	1996 	публицистика ,  нехудожественная 	статья 	бизнес, коммерция, экономика, финансы 	«Коммерсантъ-Daily» 	1996.01.20 	 Однако переговоры переговорами, а надо было решать, что делать с заводом.  [Леонид Заварский. Новый этап развития ЕлАЗа (1996) // «Коммерсантъ-Daily», 1996.01.20] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 по телефону с Охранным Отделением.  ― «	 Переговоры 	  	переговорами, а все-таки всех перерубим 	В. М. Зензинов. Пережитое (1953) 	В. М. Зензинов 	1880 	Пережитое 	1953 	публицистика ,  нехудожественная 	мемуары 	политика и общественная жизнь, история 	В. М. Зензинов. Пережитое 	1953 	 Подслушали разговор по телефону с Охранным Отделением.  ― «Переговоры переговорами, а все-таки всех перерубим».   В 10.30 сообщили, что привезли орудия и наставили их на дом.  [В. М. Зензинов. Пережитое (1953)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		   	 Перемены 	  	переменами, перестройка перестройкой, а почерк 	Наталья Иванова. Освобождение от страха // Библиотека «Огонек», 1989 	Наталья Иванова 	1945 	Освобождение от страха 	1989 	публицистика ,  нехудожественная 	статья, цикл 	искусство и культура 	Библиотека «Огонек» 	1989 	  Перемены переменами, перестройка перестройкой, а почерк-то, оказывается, старый.  [Наталья Иванова. Освобождение от страха // Библиотека «Огонек», 1989] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		 полет мачехиной фантазии, настаивала, что 	 песни 	  	песнями, фамилия фамилией, а Аллочкины 	Нина Воронель. Без прикрас. Воспоминания (1975-2003) 	Нина Воронель 	1932 	Без прикрас. Воспоминания 	1975-2003 	публицистика ,  нехудожественная 	мемуары 	 	Н. Воронель. Без прикрас. Воспоминания 	2003 	 Скептичная Ларка, привычно снижая полет мачехиной фантазии, настаивала, что песни песнями, фамилия фамилией, а Аллочкины Алсуфьевы никакие не графья, а всего лишь обыкновенные дворяне, их дальние родственники.  [Нина Воронель. Без прикрас. Воспоминания (1975-2003)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		"   ― Не гневайся, боярин; "	 песни 	  	песнями, а дело делом!  	М. Н. Загоскин. Аскольдова могила (1833) 	М. Н. Загоскин 	1789 	Аскольдова могила 	1833 	художественная 	роман 	 	 	 	"  ― Не гневайся, боярин; песни песнями, а дело делом!  [М. Н. Загоскин. Аскольдова могила (1833)] [омонимия не снята]"
Topic change	Ungoverned	Concrete		no		  Бесспорно, многое: 	 петли 	  	петлями, но ведь это ― петли 	И. Г. Эренбург. Люди, годы, жизнь. Книга 2 (1960-1965) 	И. Г. Эренбург 	1891 	Люди, годы, жизнь. Книга 2 	1960-1965 	публицистика ,  нехудожественная 	мемуары 	искусство и культура 	Эренбург Илья. Люди, годы, жизнь 	1990 	 Бесспорно, многое: петли петлями, но ведь это ― петли одной дороги…  [И. Г. Эренбург. Люди, годы, жизнь. Книга 2 (1960-1965)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Печали 	 ―  	печалями, но можно их претворить 	Мераб Мамардашвили. Картезианские размышления (1981-1993) 	Мераб Мамардашвили 	1930 	Картезианские размышления 	1981-1993 	учебно-научная ,  нехудожественная 	монография 	наука и технологии, философия 	Мамардашвили М. Картезианские размышления 	1993 	 Печали ― печалями, но можно их претворить и в радость, которая есть высшая ценность и только в страдании, в опечаленном сердце возможна, но страдание не должно повредить телу, потому что дурные физические состояния, ассоциированные с дурными мыслями, могут закрепиться, и потом вы можете иметь радостные мысли, а тело будет больным.  [Мераб Мамардашвили. Картезианские размышления (1981-1993)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 в душе ее взволнованной пропылали 	 пиры 	 ―  	пирами, давно пропылавшими,  	Андрей Белый. Кубок метелей (1907) 	Андрей Белый 	1880 	Кубок метелей 	1907 	художественная 	повесть 	 	Андрей Белый. Старый Арбат: Повести 	1989 	  Адам Петрович ей улыбнулся старинной прелестью, и в душе ее взволнованной пропылали пиры ― пирами, давно пропылавшими,  [Андрей Белый. Кубок метелей (1907)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Письма 	 ―  	письмами, но оба они изменились 	Я. А. Вейнерт. Книга для моих детей (1957) // Я. Харон. Злые песни Гийома дю Вентре. Прозаический комментарий к поэтической биографии, 1989 	Я. А. Вейнерт 	 	Книга для моих детей 	1957 	публицистика ,  нехудожественная 	мемуары 	 	Я. Харон. Злые песни Гийома дю Вентре. Прозаический комментарий к поэтической биографии 	1989 	 Письма ― письмами, но оба они изменились прежде всего физически.  [Я. А. Вейнерт. Книга для моих детей (1957) // Я. Харон. Злые песни Гийома дю Вентре. Прозаический комментарий к поэтической биографии, 1989] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  Протасов посмеивался:   ― 	 Планы 	  	планами.  Вот только настоящему делу 	М. А. Осоргин. Сивцев Вражек (1928) 	М. А. Осоргин 	1878 	Сивцев Вражек 	1928 	художественная 	роман 	 	«Осоргин М. «Времена». Романы и автобиографическое повествование 	1992 	 Протасов посмеивался:   ― Планы планами.  Вот только настоящему делу нашему не мешайте, простой заводской работе.  [М. А. Осоргин. Сивцев Вражек (1928)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   Но 	 планы 	 ―  	планами, а действительность остается действительностью 	неизвестный. Рим и старообрядцы (1909.02.12) // «Русское слово», 1909 	неизвестный 	 	Рим и старообрядцы 	1909.02.12 	публицистика ,  нехудожественная 	статья 	религия, администрация и управление 	«Русское слово» 	1909 	  Но планы ― планами, а действительность остается действительностью.  [неизвестный. Рим и старообрядцы (1909.02.12) // «Русское слово», 1909] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   ― Вот, знаете, 	 победы 	  	победами, а как там люди 	Н. И. Ильина. Иными глазами. Очерки шанхайской жизни (1946) 	Н. И. Ильина 	1914 	Иными глазами. Очерки шанхайской жизни 	1946 	публицистика, нехудожественная 	очерк 	искусство и культура, частная жизнь, политика и общественная жизнь, история 	Н. И. Ильина. Иными глазами. Шанхай, Эпоха, 1946 	1946 	  ― Вот, знаете, победы победами, а как там люди живут-то!  [Н. И. Ильина. Иными глазами. Очерки шанхайской жизни (1946)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 хозяин, ― да тяга больно велика: 	 поборы 	  	поборами, а там, как поедешь 	М. Н. Загоскин. Юрий Милославский, или русские в 1612 году (1829) 	М. Н. Загоскин 	1789 	Юрий Милославский, или русские в 1612 году 	1829 	художественная 	роман 	 	М. Н. Загоскин. Юрий Милославский, или русские в 1612 году 	1983 	  ― Как-ста бы не платить, ― отвечал хозяин, ― да тяга больно велика: поборы поборами, а там, как поедешь в дорогу: головщина, мыт, мостовщика…  [М. Н. Загоскин. Юрий Милославский, или русские в 1612 году (1829)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  [m-le Nadin, nick]   	 подарки 	 ―  	подарками, и материальная помощь ― единичная 	Новые родственники ― как уживаемся? (форум) (2008) 	 	 	Новые родственники ― как уживаемся? (форум) 	2008 	электронная коммуникация ,  нехудожественная 	форум 	частная жизнь 	 	 	 [m-le Nadin, nick]   подарки ― подарками, и материальная помощь ― единичная может присутствовать, но так на шею садиться то же странно, по меньшей мере.  [Новые родственники ― как уживаемся? (форум) (2008)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 самые мои зрачки.   Любовь любовью, 	 подарки 	  	подарками.  Витька эти вещи не 	Виктория Токарева. Рубль шестьдесят ― не деньги (1964-1994) 	Виктория Токарева 	1937 	Рубль шестьдесят ― не деньги 	1964-1994 	художественная 	рассказ 	 	Виктория Токарева. День без вранья. Повести и рассказы 	1994 	 ― интересуется Витька и заглядывает в самые мои зрачки.   Любовь любовью, подарки подарками.  Витька эти вещи не смешивает.  [Виктория Токарева. Рубль шестьдесят ― не деньги (1964-1994)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		  ) 	 Подвиги 	 ―  	подвигами, шедевры ― шедеврами, но ежели 	С. Гедройц. Фигль-Мигль. Характеры. Сочинения Елены Шварц. Роман Смирнов. Люди, львы, орлы и куропатки. Владимир Войнович. Портрет на фоне мифа // «Звезда», 2003 	С. Гедройц 	 	Фигль-Мигль. Характеры. Сочинения Елены Шварц. Роман Смирнов. Люди, львы, орлы и куропатки. Владимир Войнович. Портрет на фоне мифа 	2003 	публицистика ,  нехудожественная 	рецензия 	искусство и культура 	«Звезда» 	2003 	 ) Подвиги ― подвигами, шедевры ― шедеврами, но ежели кто, хоть раскумир, сперва попрекнет мертвого Андрея Сахарова: какая-то «нерусская» была у покойника боль, ― вдругорядь пожурит мертвого Иосифа Бродского: зачем отлынивал от «еврейского вопроса»?  [С. Гедройц. Фигль-Мигль. Характеры. Сочинения Елены Шварц. Роман Смирнов. Люди, львы, орлы и куропатки. Владимир Войнович. Портрет на фоне мифа // «Звезда», 2003] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 ПОИСКИ 	  	поисками, но нам, женщинам, все-таки 	Юлия Шигарева. Женственность столкнулась с силой (2001) // «Аргументы и факты», 2001.03.07 	Юлия Шигарева 	 	Женственность столкнулась с силой 	2001 	публицистика ,  нехудожественная 	статья 	досуг, зрелища и развлечения 	«Аргументы и факты» 	2001.03.07 	  ПОИСКИ поисками, но нам, женщинам, все-таки хочется определенности, чтобы знать, на что стоит потратиться, а на что можно просто в витрине полюбоваться.  [Юлия Шигарева. Женственность столкнулась с силой (2001) // «Аргументы и факты», 2001.03.07] [омонимия не снята]
Paragon	Ungoverned	Human + animals		yes		 А у Жирова золото золотом, 	 попы 	  	попами, ― прежнего промыслу не покидал 	П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874) 	П. И. Мельников-Печерский 	1818 	В лесах. Книга первая 	1871-1874 	художественная 	роман 	 	П. И. Мельников-Печерский. Собрание сочинений 	1976 	 А у Жирова золото золотом, попы попами, ― прежнего промыслу не покидал…  [П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874)] [омонимия не снята]
Paragon	Ungoverned	Concrete		no		 Что же касается покойника, то 	 похороны 	  	похоронами, как предписано католической верой 	Борис Хазанов. Корсар (2000) 	Борис Хазанов 	1928 	Корсар 	2000 	художественная 	повесть 	 	Борис Хазанов. Город и сны 	2001 	 Что же касается покойника, то похороны похоронами, как предписано католической верой.  [Борис Хазанов. Корсар (2000)] [омонимия не снята]
Topic change	Ungoverned	Human + animals		no		" дескать, строгой критики речь поэта; "	 поэты 	  	поэтами, а вот умные-то 	Ф. М. Достоевский. Дневник писателя. 1880 год. Год III. Единственный выпуск на 1880 год (1880) 	Ф. М. Достоевский 	1821 	Дневник писателя. 1880 год. Год III. Единственный выпуск на 1880 год 	1880 	публицистика ,  нехудожественная 	статья, цикл 	искусство и культура, политика и общественная жизнь 	 	 	" Вы послужили общему и прекрасному делу, по крайней мере вас везде перепечатали: «Не выдерживает, дескать, строгой критики речь поэта; поэты поэтами, а вот умные-то люди стоят на страже и всегда вовремя обкатят холодной водой мечтателя».  [Ф. М. Достоевский. Дневник писателя. 1880 год. Год III. Единственный выпуск на 1880 год (1880)] [омонимия не снята]"
Topic change	Ungoverned	Concrete		yes		  Особенно на дороге.  	 Права 	  	правами, а езда ездой.  Не 	Александр Васильев. Инструктор часов не наблюдает (2013.04.23) // «Новгородские ведомости», 2013 	Александр Васильев 	 	Инструктор часов не наблюдает 	2013.04.23 	публицистика ,  нехудожественная 	статья 	транспорт 	«Новгородские ведомости» 	2013 	 Особенно на дороге.  Права правами, а езда ездой.  Не зря ведь страховщики снимают с водителей со стажем до трёх лет дополнительную деньгу, пользуясь повышающим коэффициентом при оплате ОСАГО.  [Александр Васильев. Инструктор часов не наблюдает (2013.04.23) // «Новгородские ведомости», 2013] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Правила 	  	правилами, но своя голова у 	Наши дети: Малыши до года (форум) (2004) 	 	 	Наши дети: Малыши до года (форум) 	2004 	электронная коммуникация ,  нехудожественная 	форум 	частная жизнь 	Форум на eva.ru 	2005 	 Правила правилами, но своя голова у врача должна быть на плечах?  [Наши дети: Малыши до года (форум) (2004)] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		   ― Не расслабляйтесь, Лачугин.  	 Приключения 	  	приключениями, а работа работой.  Завтра 	Евгений Евтушенко. Ягодные места (1982) 	Евгений Евтушенко 	1932 	Ягодные места 	1982 	художественная 	роман 	 	Евгений Евтушенко. Ягодные места 	1982 	  ― Не расслабляйтесь, Лачугин.  Приключения приключениями, а работа работой.  Завтра у вас дальний маршрут.  [Евгений Евтушенко. Ягодные места (1982)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  [nikatya, nick]   	 Причины 	  	причинами, но ребенок должен понимать 	коллективный. Форум: Как поступать, когда ребенок дразнит и замахивается на чужих взрослых? (2012) 	коллективный 	 	Форум: Как поступать, когда ребенок дразнит и замахивается на чужих взрослых? 	2012 	электронная коммуникация ,  нехудожественная 	блог 	психология, частная жизнь 	 	 	 [nikatya, nick]   Причины причинами, но ребенок должен понимать допустимое и недопустимое выражение своих настроений.  [коллективный. Форум: Как поступать, когда ребенок дразнит и замахивается на чужих взрослых? (2012)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		  	 Проблемы 	  	проблемами, но прихлопнуть нахального занудливого 	Виктор Левашов. Заговор патриота (2000) 	Виктор Левашов 	 	Заговор патриота 	2000 	художественная 	роман 	 	Виктор Левашов. Заговор патриота 	2000 	 Проблемы проблемами, но прихлопнуть нахального занудливого комара ― почему нет?  [Виктор Левашов. Заговор патриота (2000)] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		   	 Прогнозы 	  	прогнозами, а особой радости в 	Елена Мязина и др. Вверх по лестнице, ведущей.... Итоги экономического роста удовлетворяют только чиновников (2002) // «Известия», 2002.09.19 	Елена Мязина, Екатерина Выхухолева, Ирина Леньшина 	 	Вверх по лестнице, ведущей.... Итоги экономического роста удовлетворяют только чиновников 	2002 	публицистика ,  нехудожественная 	статья 	бизнес, коммерция, экономика, финансы 	«Известия» 	2002.09.19 	  Прогнозы прогнозами, а особой радости в отношении макроэкономических показателей сейчас не высказывает ни один эксперт.  [Елена Мязина и др. Вверх по лестнице, ведущей.... Итоги экономического роста удовлетворяют только чиновников (2002) // «Известия», 2002.09.19] [омонимия не снята]
Topic change	Ungoverned	Concrete		yes		  Но звезды звездами, 	 прогнозы 	  	прогнозами, а мы-то сами 	Дмитрий Гранцев. Команда мечты (2001) // «Аргументы и факты», 2001.02.14 	Дмитрий Гранцев 	 	Команда мечты 	2001 	публицистика ,  нехудожественная 	интервью 	частная жизнь 	«Аргументы и факты» 	2001.02.14 	 Но звезды звездами, прогнозы прогнозами, а мы-то сами должны творить погоду на корте.  [Дмитрий Гранцев. Команда мечты (2001) // «Аргументы и факты», 2001.02.14] [омонимия не снята]
Topic change	Ungoverned	Concrete		no		 было на это похоже…   Но 	 прогнозы 	  	прогнозами.  Они могут быть и 	Борис Ефимов. Десять десятилетий (2000) 	Борис Ефимов 	1900 	Десять десятилетий 	2000 	публицистика ,  нехудожественная 	мемуары 	 	Б. Ефимов. Десять десятилетий 	2000 	 И что-то не было на это похоже…   Но прогнозы прогнозами.  Они могут быть и точными и ошибочными, и удачными и неудачными.  [Борис Ефимов. Десять десятилетий (2000)] [омонимия не снята]
