Semantics,Syntax,Semantic_classes_of_nouns,Pejorative,Chained,Associated_verbs,Left_context,Center,Right_context,Full_context,Author,Created,Publ_year,Left_context_tags,Right_context_tags,Verb_tags,Left_context_tags_norm,Right_context_tags_norm
Topic change,ungoverned,Abstract,no,no,, встречу куда-то в район Рублевки: , горе ,"горем, но и осанка, и "," Война войной, кровь кровью, горе горем, но и осанка, и хромовые сапоги на главнокомандующем ― дело тоже не последнее!  ",Сергей Залыгин ,1967 , ,"[OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,gent')]","[OpencorporaTag('NOUN,inan,neut,Sgtm sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ')]",[],"[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]","[OpencorporaTag('ADVB'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ')]"
Topic change,ungoverned,Concrete,yes,no,," что, Патап Максимыч, ― сказал паломник, ― ", город ,"горем, а заниматься бизнесом и ","  При помощи нескольких телефонных звонков они выяснили, что водителя в гараже нет, он повез Панкрашина на деловую встречу куда-то в район Рублевки: горе горем, а заниматься бизнесом и делами фонда все-таки надо.  ",Александра Маринина ,2013 ,2013 ,"[OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn plur,gent'), OpencorporaTag('NOUN,anim,masc,Patr,Infr sing,nomn'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc'), OpencorporaTag('NOUN,anim,masc sing,nomn')]","[OpencorporaTag('NOUN,inan,neut,Sgtm sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ')]",[],"[OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,anim,masc sing,nomn')]","[OpencorporaTag('ADVB'), OpencorporaTag('CONJ'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ')]"
Topic change,ungoverned,Concrete,no,no,,"   Дело в том, что ", Город ,"городом, и ученый твой барин ","  ― А вот что, Патап Максимыч, ― сказал паломник, ― город городом, и ученый твой барин пущай его смотрит, а вот я что еще придумал.  ",П. И. Мельников-Печерский ,1871-1874 ,1976 ,"[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Apro,Subx,Anph neut,sing,loct'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn')]",[],"[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Apro,Subx,Anph masc,sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn')]"
Topic change,ungoverned,Concrete,no,no,," но он из принципа: мол, ", город ,"Городом, в нем и полиция ","  Дело в том, что Город ― Городом, в нем и полиция ― варта, и министерство, и даже войско, и газеты различных наименований, а вот что делается кругом, в той настоящей Украине, которая по величине больше Франции, в которой десятки миллионов людей, этого не знал никто.  ",М. А. Булгаков ,1923-1924 ,1989 ,"[OpencorporaTag('CONJ'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,gent'), OpencorporaTag('PRCL')]","[OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('PREP'), OpencorporaTag('ADJS,Qual masc,sing'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn')]",[],"[OpencorporaTag('CONJ'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('PRCL')]","[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Subx,Qual masc,sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn')]"
Topic change,ungoverned,Substances,no,no,,   ― , Горох ,"городом, а деревня чтоб чистая ","  ― Был у нас дед в деревне, до самой смерти в лаптях проходил, хотя вокруг уже на каблуках топали, но он из принципа: мол, город городом, а деревня чтоб чистая была, незагрязненная.  ",Валерий Аграновский ,1976-1999 ,1999 ,[],"[OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual femn,sing,nomn')]",[],[],"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual masc,sing,nomn')]"
Topic change,ungoverned,Concrete,no,no,,  ― , Государство ,"горохом, ― отозвался кок за камбузом ","  ― Горох горохом, ― отозвался кок за камбузом, ― а я в рассоле из-под солонины, ребята, нечего греха таить, наудил нынеча угрей!  ",В. И. Даль ,1832 ,1961 ,[],"[OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('VERB,perf,intr masc,sing,past,indc'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,ablt')]",[],[],"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('INFN,perf,intr'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,nomn')]"
Topic change,ungoverned,Substances,no,no,,   , Гранит ,"государством, но если сами общественные "," ― Государство государством, но если сами общественные организации ― антрепренеры толерантности ― не начнут борьбу, спасения нам ждать неоткуда.  ",Георгий Ильичев ,2002 ,2002.12.16 ,[],"[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro plur,nomn'), OpencorporaTag('ADJF plur,nomn')]",[],[],"[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('ADJF masc,sing,nomn')]"
Topic change,ungoverned,Concrete,no,no,,  , Граница ,"гранитом, а из теплокровных Аня ","  Гранит ― гранитом, а из теплокровных Аня все же оставила после себя Карину, и уж как ни крути, это была ее дочь, хотя кто ее, Карину, разберет, чья она и почему…  ",Дарья Симонова ,2002 ,2002 ,[],"[OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('PREP'), OpencorporaTag('ADJF plur,gent'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn')]",[],[],"[OpencorporaTag('NOUN,inan,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('PREP'), OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn')]"
Topic change,ungoverned,Abstract,no,no,," землю, он говорил на ходу:   ― ", Гульба ,"границей, а интересы ГАИ тоже "," Граница границей, а интересы ГАИ тоже игнорировать не надо.  ",Евгений Толстых ,2003 ,2003.04.03 ,"[OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('VERB,impf,tran masc,sing,past,indc'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,datv')]","[OpencorporaTag('NOUN,inan,femn sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,masc plur,accs'), OpencorporaTag('NOUN,anim,masc,Name plur,nomn'), OpencorporaTag('ADVB')]",[],"[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NPRO,masc,3per,Anph sing,nomn'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('PREP'), OpencorporaTag('NOUN,inan,masc sing,accs')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,masc sing,accs'), OpencorporaTag('NOUN,anim,masc,Name sing,nomn'), OpencorporaTag('ADVB')]"
Topic change,ungoverned,Abstract,no,no,,  Но , давление ,"гульбой, а дело делом…  Списки ","  Бешено вонзая деревяшку в мерзлую землю, он говорил на ходу:   ― Гульба гульбой, а дело делом…  Списки готовы, запасы выяснены…  ",А. Н. Толстой ,1941 ,1987 ,[OpencorporaTag('CONJ')],"[OpencorporaTag('NOUN,inan,femn,Sgtm sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('NOUN,inan,masc plur,accs')]",[],[OpencorporaTag('CONJ')],"[OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,masc sing,accs')]"
Topic change,ungoverned,Abstract,no,no,,  , Давление ,"давлением, а главное, мама все "," Но давление давлением, а главное, мама все сделала, как отец велел, ― дескать, считай себя свободной.  ",Нина Катерли ,2001 ,2001 ,[],"[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual neut,sing,nomn'), OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('ADJF,Apro plur,nomn')]",[],[],"[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs')]"
Topic change,ungoverned,Human + animals,no,no,," со всеми товарищами, расслабленно вздохнул: «", Дант ,"давлением, а силу русская эмиграция "," Давление давлением, а силу русская эмиграция представляла собой серьёзную.  ",Н. А. Стародымов ,2010 ,2012 ,"[OpencorporaTag('PREP Vpre'), OpencorporaTag('ADJF,Apro plur,ablt'), OpencorporaTag('NOUN,anim,masc plur,ablt'), OpencorporaTag('ADVB'), OpencorporaTag('VERB,perf,intr masc,sing,past,indc')]","[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('ADJF,Subx femn,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]",[],"[OpencorporaTag('PREP'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('ADVB'), OpencorporaTag('INFN,perf,intr')]","[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('ADJF,Subx masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn')]"
Topic change,ungoverned,Abstract,no,no,, и потребителей литературных: у одних , дар ,"Дантом, Бодлер Бодлером, но жизнь ","  Там, в казарме, на верхних нарах, кутаясь в теплый мех нового полушубка, костлявым пальцем утирая глаза, человек, совершенно не умеющий петь и все же соединившийся в песне со всеми товарищами, расслабленно вздохнул: «Дант Дантом, Бодлер Бодлером, но жизнь такова, что ныне ей нужнее Джамбул…» ― и, всхлипнув, уснул столь покойно и глубоко, что едва ли спал так дома, на барских пуховиках.  ",Виктор Астафьев ,1995 ,2007 ,"[OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,masc plur,gent'), OpencorporaTag('ADJF,Qual plur,gent'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Apro plur,gent')]","[OpencorporaTag('NOUN,anim,masc sing,ablt'), OpencorporaTag('NOUN,anim,femn,Name plur,gent'), OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,accs')]",[],"[OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('PREP'), OpencorporaTag('ADJF,Apro masc,sing,nomn')]","[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,anim,femn,Name sing,nomn'), OpencorporaTag('NOUN,anim,femn,Name plur,gent'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,accs')]"
Topic change,ungoverned,Human + animals,no,yes,,"  Но, дорогой мой, ", Дарвин ,"даром, а другие пользуются даром "," Таким образом ты видел образчики производителей и потребителей литературных: у одних дар даром, а другие пользуются даром…  ",А. Ф. Вельтман ,1848 ,1957 ,"[OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('ADJF,Apro masc,sing,nomn')]","[OpencorporaTag('ADVB'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro,Subx plur,nomn'), OpencorporaTag('VERB,impf,intr plur,3per,pres,indc'), OpencorporaTag('ADVB')]",[],"[OpencorporaTag('CONJ'), OpencorporaTag('ADVB'), OpencorporaTag('ADJF,Apro masc,sing,nomn')]","[OpencorporaTag('ADVB'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Apro,Subx femn,sing,gent'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('ADVB')]"
Topic change,ungoverned,Human + animals,,no,," себе говоришь, сам себя спрашиваешь: ", Даринька ,"Дарвином, обезьяны обезьянами, а факт "," Но, дорогой мой, Дарвин Дарвином, обезьяны обезьянами, а факт налицо.  ",В. П. Катаев ,1930 ,1971 ,"[OpencorporaTag('NPRO,Anph sing,datv'), OpencorporaTag('VERB,impf,tran sing,2per,pres,indc'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('NPRO,Anph sing,accs'), OpencorporaTag('VERB,impf,tran sing,2per,pres,indc')]","[OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,ablt'), OpencorporaTag('NOUN,anim,femn sing,gent'), OpencorporaTag('NOUN,anim,femn plur,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,masc sing,nomn')]",[],"[OpencorporaTag('NPRO,Anph sing,accs'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('ADJF,Apro masc,sing,nomn'), OpencorporaTag('NPRO,Anph sing,accs'), OpencorporaTag('INFN,impf,tran')]","[OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,nomn'), OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('NOUN,anim,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,masc sing,nomn')]"
Topic change,ungoverned,Abstract,no,no,," Никита Ильич Толстой считал, что ", двоеверие ,"Даринькой, но автор-то, ее "," Читаешь о любовных томлениях какой-нибудь Дариньки, и невольно сам себе говоришь, сам себя спрашиваешь: Даринька Даринькой, но автор-то, ее создавший, чего он хочет, к чему весь свой рассказ ведет?  ",Г. В. Адамович ,1955 ,2002 ,"[OpencorporaTag('NOUN,anim,masc,Name sing,nomn'), OpencorporaTag('NOUN,anim,masc,Patr sing,nomn'), OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,nomn'), OpencorporaTag('VERB,perf,tran masc,sing,past,indc'), OpencorporaTag('CONJ')]","[OpencorporaTag('ADJF femn,sing,gent'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,femn,3per,Anph sing,gent')]",[],"[OpencorporaTag('NOUN,anim,masc,Name sing,nomn'), OpencorporaTag('NOUN,anim,masc,Sgtm,Name sing,nomn'), OpencorporaTag('NOUN,anim,masc,Sgtm,Surn sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('CONJ')]","[OpencorporaTag('ADJF masc,sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,femn,3per,Anph sing,nomn')]"
Topic change,ungoverned,Concrete,no,no,,   Но , декабрь ,"двоеверием, но народную религиозность питал ","  Впрочем, академик Никита Ильич Толстой считал, что двоеверие ― двоеверием, но народную религиозность питал еще и третий источник, «принятый славянами совместно или почти одновременно с христианским.  ",Евгения Пищикова ,2007 ,2008 ,[OpencorporaTag('CONJ')],"[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual femn,sing,accs'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('VERB,impf,tran masc,sing,past,indc')]",[],[OpencorporaTag('CONJ')],"[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('INFN,impf,tran')]"
Topic change,ungoverned,Abstract,no,no,,  , Деликатность ,"декабрем, а нужно пользоваться и ","  Но декабрь декабрем, а нужно пользоваться и возможностями ноября.  ","Мариника Маркова, Дмитрий Абаулин ",1997 ,1997.11.24 ,[],"[OpencorporaTag('NOUN,inan,masc sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('PRED,pres'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('CONJ')]",[],[],"[OpencorporaTag('NOUN,inan,masc sing,accs'), OpencorporaTag('CONJ'), OpencorporaTag('PRED,pres'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('CONJ')]"
Topic change,ungoverned,Concrete,no,yes,," же сказать, шутка шуткой, а ", дело ,"деликатностью, а мне все-таки было "," Деликатность деликатностью, а мне все-таки было досадно, что я осталась ни при чем, не умея даже сообразить: что бы это такое было «Спиноза»?  ",П. Д. Боборыкин ,1868 ,1993 ,"[OpencorporaTag('PRCL'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,femn sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,1per sing,datv'), OpencorporaTag('ADJF,Apro plur,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,intr neut,sing,past,indc')]",[],"[OpencorporaTag('PRCL'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('ADJF,Apro inan,masc,sing,accs'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,intr')]"
Topic change,ungoverned,Concrete,no,yes,,"   Шутка шуткою, а ", дело ,делом: я не люблю тех ," При том же сказать, шутка шуткой, а дело делом: я не люблю тех пышных свадьб, на которых в несколько дней столько денег издерживают, что после в год не поправишься!  ",И. А. Крылов ,1799-1801 ,1982 ,"[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,ablt,V-oy'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('VERB,impf,tran sing,1per,pres,indc'), OpencorporaTag('ADJF,Apro,Subx,Anph plur,gent')]",[],"[OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NPRO,1per sing,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('INFN,impf,tran'), OpencorporaTag('ADJF,Apro,Subx,Anph masc,sing,nomn')]"
Topic change,ungoverned,Concrete,no,yes,," гневайся, боярин; песни песнями, а ", дело ,"делом, милостивый государь Сергей Дмитриевич ","  Шутка шуткою, а дело делом, милостивый государь Сергей Дмитриевич (простите холодным этим словам, но после вашей цыдулки ― не смею поставить «любезный друг» и тем еще менее что-нибудь другое).  ",Н. А. Полевой ,1824-1845 ,1986 ,"[OpencorporaTag('VERB,impf,intr sing,impr,excl'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,gent'), OpencorporaTag('NOUN,inan,femn plur,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc,Name sing,nomn'), OpencorporaTag('NOUN,anim,masc,Patr sing,nomn')]",[],"[OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('NOUN,anim,masc,Name sing,nomn'), OpencorporaTag('NOUN,anim,masc,Name sing,nomn')]"
Topic change,ungoverned,Concrete,no,yes,," бросать дело; любовь любовью, а ", дело ,делом!  ,"  ― Не гневайся, боярин; песни песнями, а дело делом!  ",М. Н. Загоскин ,1833 , ,"[OpencorporaTag('INFN,impf,tran'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,ablt')]",[],"[OpencorporaTag('INFN,impf,tran'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,nomn')]"
Topic change,ungoverned,Concrete,no,yes,," законное извинение.  Хандра хандрой, а ", дело ,делом…  ," Но это бы все ничего: любовь любовью; никто не мешает тебе; не нами заведено заниматься особенно прилежно любовью в твои лета, но, однако ж, не до такой степени, чтобы бросать дело; любовь любовью, а дело делом…  ",И. А. Гончаров ,1847 ,1987 ,"[OpencorporaTag('ADJF,Qual neut,sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,ablt')]",[],"[OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,nomn')]"
Topic change,ungoverned,Concrete,no,yes,,"  ― Хандра хандрой, а ", дело ,делом!  Да и не сочинений ," В глазах малороссиян это совершенно законное извинение.  Хандра хандрой, а дело делом!  Да и не сочинений каких-то от него требуется!  ",И. С. Аксаков ,1849-1856 ,1994 ,"[OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('PRCL'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('NOUN,inan,neut plur,gent')]",[],"[OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,nomn'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('PRCL'), OpencorporaTag('CONJ'), OpencorporaTag('PRCL'), OpencorporaTag('NOUN,inan,neut sing,nomn')]"
Topic change,ungoverned,Concrete,no,no,," Москву, наняла почище квартиру, думала, ", дело ,делом; что тебе?  ," ― Хандра хандрой, а дело делом; что тебе?  ",М. В. Авдеев ,1851 ,2001 ,"[OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,accs'), OpencorporaTag('VERB,perf,tran femn,sing,past,indc'), OpencorporaTag('COMP,Qual Cmp2'), OpencorporaTag('NOUN,inan,femn sing,accs'), OpencorporaTag('VERB,impf,intr femn,sing,past,indc')]","[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,2per sing,datv')]",[],"[OpencorporaTag('NOUN,inan,femn,Sgtm,Geox sing,nomn'), OpencorporaTag('INFN,perf,tran'), OpencorporaTag('ADJF,Qual masc,sing,nomn'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('INFN,impf,intr')]","[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NPRO,2per sing,nomn')]"
Topic change,ungoverned,Concrete,no,yes,," человеку?  Но честь честью, а ", дело ,"делом, а может быть, бог ","  ― Ну, думала, ― продолжала Катерина Архиповна: ― приехала в Москву, наняла почище квартиру, думала, дело делом, а может быть, бог приведет и дочерей устроить.  ",А. Ф. Писемский ,1851 ,1959 ,"[OpencorporaTag('NOUN,anim,masc sing,datv'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,accs'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,ablt'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,ablt'), OpencorporaTag('CONJ'), OpencorporaTag('VERB,impf,intr sing,3per,pres,indc'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,anim,masc sing,nomn')]",[],"[OpencorporaTag('NOUN,anim,masc sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,accs'), OpencorporaTag('NOUN,inan,femn,Sgtm sing,accs'), OpencorporaTag('CONJ')]","[OpencorporaTag('NOUN,inan,neut sing,nomn'), OpencorporaTag('CONJ'), OpencorporaTag('NOUN,inan,femn sing,nomn'), OpencorporaTag('INFN,impf,intr'), OpencorporaTag('NOUN,anim,masc sing,nomn')]"
