Semantics	Syntax	Semantic_classes_of_nouns	Pejorative	Chained	Associated_verbs	Left_context	Center	Punct	Right_context	Title	Author	Birthday	Header	Created	Sphere	Type	Topic	Publication	Publ_year	Full_context
Paragon	Nom/Ins verb-governed	Concrete		no	стоять	 ты, Родька, пошто стоишь тут 	 столб 	  	соплей…  Более того, туберкулезник, но 	Галина Щербакова. Митина любовь (1996) 	Галина Щербакова 	1932 	Митина любовь 	1996 	художественная 	повесть 	 	Галина Щербакова. Митина любовь. У ног лежачих женщин. Косточка авокадо 	2001 	 . Разговорились, и узнал Митя, что, если человек с виду здоровяк, это еще ничего не означает…  Вот он, Митя, был сопля соплей…  Более того, туберкулезник, но ― «ты помнишь, Митя?»  [Галина Щербакова. Митина любовь (1996)] [омонимия не снята]
Abundance	ungoverned	Abstract		no		 при тебе крепко и твердо.  	 Век 	  	столбом?  	Сергей Залыгин. Комиссия (1976) 	Сергей Залыгин 	1913 	Комиссия 	1976 	художественная 	роман 	 	 	 	 ― И Гаврила Родионович топнул ногой и закричал: ― А ты, Родька, пошто стоишь тут столб столбом?  [Сергей Залыгин. Комиссия (1976)] [омонимия не снята]
Abundance	ungoverned	Substances		no		  А у Жирова 	 золото 	  	Right context											
Abundance	ungoverned	Concrete		no		 каменный ком.   Дом за домом ― 	 ком 	  	Right context											
Abundance	ungoverned	Concrete		no		 серых домов: дом за домом ― 	 ком 	  	веком!»   ― Это Гоголь?  	Еремей Парнов. Александрийская гемма (1990) 	Еремей Парнов 	1935 	Александрийская гемма 	1990 	художественная 	роман 	 	Е. И. Парнов. Александрийская гемма 	1992 	 Будь мое слово при тебе крепко и твердо.  Век веком!»   ― Это Гоголь?  [Еремей Парнов. Александрийская гемма (1990)] [омонимия не снята]
Abundance	ungoverned	Substances		no		 ими мы все, неисчислимое потомство, 	 копоть 	  	золотом, попы попами, ― прежнего промыслу 	П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874) 	П. И. Мельников-Печерский 	1818 	В лесах. Книга первая 	1871-1874 	художественная 	роман 	 	П. И. Мельников-Печерский. Собрание сочинений 	1976 	 А у Жирова золото золотом, попы попами, ― прежнего промыслу не покидал…  [П. И. Мельников-Печерский. В лесах. Книга первая (1871-1874)] [омонимия не снята]
Abundance	ungoverned	Concrete		no		  народу 	 лик 	  	комом!   Там вечером кто-то садился 	Андрей Белый. Москва. Часть 2. Москва под ударом (1926) 	Андрей Белый 	1880 	Москва. Часть 2. Москва под ударом 	1926 	художественная 	роман 	 	Андрей Белый. Москва 	1990 	"  Дома деревянные, колером серо-кофейным, кофейно-коричневым, ― разнообразили улицы; а переулки кривели живою раскрикой цветов: сине-грифельных, аспидно-розовых, где из двора проросла молодятина, где и забор прозвучал спевом ветра с гармоникой, а подзаборье рябило расплюями семячек, павертнем мух, улетавших в открытые зной; под грохот пролеток рыкал оглушительней лбастым булыжником в этом квартале; а тумбы ― кривее здесь были; серей ― мимоходы людей; когда небо ―взадуй  , здесь ― сильней вер-топрашило: и открывались везде сухоплясы; и дом здесь стоял, точно каменный ком.   Дом за домом ― ком комом!   Там вечером кто-то садился и видеть, и нюхать: желчь пламени павшего четко на стену глухую; и коврика дух за-вонялый в окошко.  [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята]"
Abundance	ungoverned	Concrete		no		 отвергнуто ими.  Дыра так дыра, ― 	 прорва 	- 	"комом; и ― рыцарь в изваянный "	Андрей Белый. Москва. Часть 2. Москва под ударом (1926) 	Андрей Белый 	1880 	Москва. Часть 2. Москва под ударом 	1926 	художественная 	роман 	 	Андрей Белый. Москва 	1990 	"бордюр  виторогих овенов; вновь отстроенный, восьмиэтажный домина пространство обламывал; там начиналась ватага таких же кофейных, песочных и серых домов: дом за домом ― ком комом; и ― рыцарь в изваянный пламень дракона разил лезвеем тяжкокаменным ― с башни: под облаком.  [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята]"
Abundance	ungoverned	Substances		no		 околицу, чует, на голове шапка 	 свинец 	  	копотью… ветер кожу с нас 	Л. М. Леонов. Вор. Части 1-2 (1927) 	Л. М. Леонов 	1899 	Вор. Части 1-2 	1927, 1959 	художественная 	роман 	 	Леонов Л. Вор 	1979 	 Впереди Адам поддает со своею старухою, а за ими мы все, неисчислимое потомство, копоть копотью… ветер кожу с нас лоскутьями рвет, а уж ничем теперь нельзя нашу жажду насытить.  [Л. М. Леонов. Вор. Части 1-2 (1927)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		" на шее; фасад за фасадом ― "	 ад 	  	ликом и все в масках 	М. М. Пришвин. Дневники (1921) 	М. М. Пришвин 	1873 	Дневники 	1921 	публицистика ,  нехудожественная 	дневник, записные книжки 	 	М. М. Пришвин. Дневники. 1920-1922. ― М.: Московский рабочий, 1995 	1995 	 народу лик ликом и все в масках звериных.  [М. М. Пришвин. Дневники (1921)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		 рядом фасадов (фасад за фасадом ― 	 ад 	  	прорвой:   ― Тайны души не для 	К. И. Чуковский. Кубофутуристы (1922) 	К. И. Чуковский 	1882 	Кубофутуристы 	1922 	публицистика ,  нехудожественная 	статья 	искусство и культура 	К. Чуковский. Собрание сочинений. Т. 8 	2004 	 Психика, психея, психология, ―то, что чуется сердцем в каждой убогой царапине на какой-нибудь свайной постройке, ― впервые за миллионы веков сознательно отвергнуто ими.  Дыра так дыра, ― прорва-прорвой:   ― Тайны души не для нас, ― гордо похваляются они.  [К. И. Чуковский. Кубофутуристы (1922)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		" ком комом; фасад за фасадом ― "	 ад 	  	свинцом, так и давит голову 	И. И. Лажечников. Ледяной дом (1835) 	И. И. Лажечников 	1792 	Ледяной дом 	1835 	художественная 	роман 	 	И. И. Лажечников. Ледяной дом 	1985 	 Отъехал он вряд ли за околицу, чует, на голове шапка свинец свинцом, так и давит голову: то поправит ее слегка, то крошечку приподымет.  [И. И. Лажечников. Ледяной дом (1835)] [омонимия не снята]
Extreme	ungoverned	Human + animals	yes	no		   ― Скверная штука ― ученье!   ― Хе-хе: 	 балда 	  	адом.  	Андрей Белый. Москва. Часть 2. Москва под ударом (1926) 	Андрей Белый 	1880 	Москва. Часть 2. Москва под ударом 	1926 	художественная 	роман 	 	Андрей Белый. Москва 	1990 	"   И ― загрозарело; деревья склонились друг к другу бессмыслицей, шопотный смысл в них явивши; и пагубородное что-то закрыло луну, перед нею пропятяся лапой ― когтистою, черной ― подкравшейся тучи; уж лапа разорвана в желто-зеленые и в желто-черные клочья; над ней, за трубой дымовой, ― черно-желто-зеленая пасть: уже жутя, в пустом переулке дряхлец тащит челюсть на шее; фасад за фасадом ― ад адом.  [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята]"
Extreme	ungoverned	Concrete	no	no		  Ну ― то-то.  	 Баржа 	  	"адом); и вдруг ― переулок тишайший "	Андрей Белый. Москва. Часть 2. Москва под ударом (1926) 	Андрей Белый 	1880 	Москва. Часть 2. Москва под ударом 	1926 	художественная 	роман 	 	Андрей Белый. Москва 	1990 	"  Вот улица с рядом фасадов (фасад за фасадом ― ад адом); и вдруг ― переулок тишайший.  [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята]"
Extreme	ungoverned	Abstract		no		 которой не было ничего – лишь 	 белизна 	  	"адом; а двери, ― как трещины "	Андрей Белый. Москва. Часть 1. Московский чудак (1926) 	Андрей Белый 	1880 	Москва. Часть 1. Московский чудак 	1926 	художественная 	роман 	 	Андрей Белый. Москва 	1990 	"  В кабинетище долго еще замирал он под креслом; в окно же глядели дантиклы столбов розоватого дома напротив: дом каменный ком; дом за домом ― ком комом; фасад за фасадом ― ад адом; а двери, ― как трещины: выйдут из трешин уроды.  [Андрей Белый. Москва. Часть 1. Московский чудак (1926)] [омонимия не снята]"
Extreme	ungoverned	Human + animals		no		 рядом с этим отцом выглядишь 	 бирюк 	  	балдой!  «Взз-взз-взз» ― пролетает 	Андрей Белый. Серебряный голубь (1909) 	Андрей Белый 	1880 	Серебряный голубь 	1909 	художественная 	роман 	 	Андрей Белый. Сочинения в двух томах 	1990 	  ― Скверная штука ― ученье!   ― Хе-хе: балда балдой!  «Взз-взз-взз» ― пролетает ласточка.  [Андрей Белый. Серебряный голубь (1909)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 сколько живу в столице, а 	 бирюк 	  	баржой.  Ноев ковчег.  	Федор Кнорре. Каменный венок (1973) 	Федор Кнорре 	1903 	Каменный венок 	1973 	художественная 	повесть 	 	Кнорре Ф. Ф. Избранные произведения. В 2-х т. Т.1 	1984 	 Ну ― то-то.  Баржа баржой.  Ноев ковчег.  [Федор Кнорре. Каменный венок (1973)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 и еще ранее родителевых средств: «	 бобыль 	  	белизной.  	Сергей Носов. Грачи улетели (2005) 	Сергей Носов 	1957 	Грачи улетели 	2005 	художественная 	роман 	 	Носов С. Грачи улетели 	2005 	 Единственная карта, демонстрируемая в их азюле, была установлена на главной дорожке в виде щита и представляла собой весьма условный план земли Вестфалия, за границей которой не было ничего – лишь белизна белизной.  [Сергей Носов. Грачи улетели (2005)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 После трагической кончины жены он, 	 бобыль 	  	бирюком.  	Федор Кнорре. Родная кровь (1962) 	Федор Кнорре 	1903 	Родная кровь 	1962 	художественная 	повесть 	 	Кнорре Ф. Ф. Избранные произведения. В 2-х т. Т.1 	1984 	 Не мудрено, что рядом с этим отцом выглядишь бирюк бирюком.  [Федор Кнорре. Родная кровь (1962)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 бородастый широкоплечий купчина лет пятидесяти, 	 богатырь 	  	бирюком, официанта подозвать не умею 	Даниил Гранин. Иду на грозу (1962) 	Даниил Гранин 	1919 	Иду на грозу 	1962 	художественная 	роман 	 	Даниил Гранин. Иду на грозу 	1966 	 Крылов подумал: сколько живу в столице, а бирюк бирюком, официанта подозвать не умею.  [Даниил Гранин. Иду на грозу (1962)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 Сергей, ― взять хоть бы нашего.  	 Боров 	  	бобылем!»  	Андрей Белый. Серебряный голубь (1909) 	Андрей Белый 	1880 	Серебряный голубь 	1909 	художественная 	роман 	 	Андрей Белый. Сочинения в двух томах 	1990 	 Дарьяльский сызмальства прослыл простаком, лишившись родителей и еще ранее родителевых средств: «бобыль бобылем!»  [Андрей Белый. Серебряный голубь (1909)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 во-он его как раздует!  ― 	 боров 	  	бобылем, ― внушал жалость: сперва погибла 	Андрей Белый. Начало века (1930) 	Андрей Белый 	1880 	Начало века 	1930 	художественная 	мемуары 	 	Андрей Белый. Начало века 	1990 	  После трагической кончины жены он, бобыль бобылем, ― внушал жалость: сперва погибла в Неве его жена, Анастасия Ник.  [Андрей Белый. Начало века (1930)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 делу сроден, а в остальном 	 бревно 	- 	богатырем…  	П. И. Мельников-Печерский. На горах. Книга первая (1875-1881) 	П. И. Мельников-Печерский 	1818 	На горах. Книга первая 	1875-1881 	художественная 	роман 	 	П. И. Мельников-Печерский. Собрание сочинений 	1976 	  То же промолвил Иван Ермолаич Седов, бородастый широкоплечий купчина лет пятидесяти, богатырь богатырем…  [П. И. Мельников-Печерский. На горах. Книга первая (1875-1881)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		  Иная уж такая бездарь, 	 бревно 	  	боровом!  Куда ему воевать?  	А. Е. Зарин. Кровавый пир (1901) 	А. Е. Зарин 	1862 	Кровавый пир 	1901 	художественная 	роман 	 	 	1994 	  ― Кабы дали, ― с усмешкой сказал Сергей, ― взять хоть бы нашего.  Боров боровом!  Куда ему воевать?  [А. Е. Зарин. Кровавый пир (1901)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 быть, еще и Зоологический сад: 	 бревно 	  	боровом!  Право слово, не вру 	С. Н. Сергеев-Ценский. Счастье (1902) 	С. Н. Сергеев-Ценский 	1875 	Счастье 	1902 	художественная 	рассказ 	 	Сергеев-Ценский С. Н. Собрание сочинений. В 12 томах. Т. 1 	1967 	 Поедет какой ― щепка щепкой, а приедет, во-он его как раздует!  ― боров боровом!  Право слово, не вру.  [С. Н. Сергеев-Ценский. Счастье (1902)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 бы он помер, чем так ― 	 бревно 	  	бревном.  	П. П. Бажов. Круговой Фонарь (1944) 	П. П. Бажов 	1878 	Круговой Фонарь 	1944 	художественная 	сказ 	 	Бажов П. Сочинения: В 3 т 	1986 	 Другой опять к одному какому делу сроден, а в остальном бревно-бревном.  [П. П. Бажов. Круговой Фонарь (1944)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 Пока-то он не страшный, 	 бревно 	  	бревном, класс развалила, ничему детей 	Анатолий Кузнецов. Бабий яр (1965-1970) 	Анатолий Кузнецов 	1929 	Бабий яр 	1965-1970 	художественная 	роман 	 	Анатолий Кузнецов. Бабий яр 	2001 	 Иная уж такая бездарь, бревно бревном, класс развалила, ничему детей научить не может ― а ее в депутаты, в президиумы…  [Анатолий Кузнецов. Бабий яр (1965-1970)] [омонимия не снята]
Extreme	ungoverned	Abstract		no		 Он выкрикивал просто багровые ужасы ― 	 бредище 	  	бревном, в особой ванне.  	Л. К. Чуковская. Памяти детства: Мой отец – Корней Чуковский (1971) 	Л. К. Чуковская 	1907 	Памяти детства: Мой отец – Корней Чуковский 	1971 	публицистика ,  нехудожественная 	мемуары 	искусство и культура, частная жизнь 	Лидия Чуковская. Памяти детства. Мой отец - Корней Чуковский 	2007 	 Ну, может быть, еще и Зоологический сад: бревно бревном, в особой ванне.  [Л. К. Чуковская. Памяти детства: Мой отец – Корней Чуковский (1971)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 запакостили в отделку.  Семеро молодцов ― 	 бугай 	  	бревном, еще и кормить надо 	Сергей Осипов. Страсти по Фоме. Книга первая. Изгой (1998) 	Сергей Осипов 	 	Страсти по Фоме. Книга первая. Изгой 	1998 	художественная 	роман 	 	Сергей Осипов. Страсти по Фоме 	2003 	  ― Правда, дядя Фэй не умер как мои, но тетка говорит, что уж лучше бы он помер, чем так ― бревно бревном, еще и кормить надо.  [Сергей Осипов. Страсти по Фоме. Книга первая. Изгой (1998)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 как в возраст вошел ― шабаш, 	 бука 	  	бревном.  	Михаил Бутов. Свобода // «Новый Мир», 1999 	Михаил Бутов 	1964 	Свобода 	1999 	художественная 	роман 	 	«Новый Мир» 	1999 	 Пока-то он не страшный, бревно бревном.  [Михаил Бутов. Свобода // «Новый Мир», 1999] [омонимия не снята]
Extreme	ungoverned	Abstract		no		 а ему семнадцать, восемнадцатый.  Парень ― 	 буря 	- 	бредищем!  	Андрей Белый. Москва. Часть 2. Москва под ударом (1926) 	Андрей Белый 	1880 	Москва. Часть 2. Москва под ударом 	1926 	художественная 	роман 	 	Андрей Белый. Москва 	1990 	 Он выкрикивал просто багровые ужасы ― бредище бредищем!  [Андрей Белый. Москва. Часть 2. Москва под ударом (1926)] [омонимия не снята]
Extreme	ungoverned	Abstract		no		  Бабка Ульяна ― 	 буря 	  	бугаем.   ― Командное у нас дело 	И. С. Шмелев. Солнце мертвых (1923) 	И. С. Шмелев 	1873 	Солнце мертвых 	1923 	художественная 	роман 	 	Иван Шмелев. Солнце мертвых 	2000 	 Сад весь запакостили в отделку.  Семеро молодцов ― бугай бугаем.   ― Командное у нас дело!  [И. С. Шмелев. Солнце мертвых (1923)] [омонимия не снята]
Extreme	ungoverned	Human + animals	no	no		 гладкой ― пострел бы его взял!  	 Бык 	  	букой!  	Виктор Астафьев. Последний поклон (1968-1991) 	Виктор Астафьев 	1924 	Последний поклон 	1968-1991 	художественная 	повесть, рассказ, цикл 	 	Собрание сочинений в пятнадцати томах. Том 5 	1997 	 Маленькие еще, куда ни шло, можем приласкаться, но как в возраст вошел ― шабаш, бука букой!  [Виктор Астафьев. Последний поклон (1968-1991)] [омонимия не снята]
Extreme	ungoverned	Human + animals	no	no		 Желтугинских промыслах чрез семь лет ― 	 бык 	  	бурею…  Н-ну…  	А. В. Амфитеатров. Фармазоны (из сборника «Бабы и дамы») (1900) 	А. В. Амфитеатров 	1862 	Фармазоны (из сборника «Бабы и дамы») 	1900 	художественная 	рассказ 	 	А. В. Амфитеатров. Собрание сочинений в 10 томах. Т. 3 	2001 	 Мне тогда годов девять было, а ему семнадцать, восемнадцатый.  Парень ― буря-бурею…  Н-ну…  [А. В. Амфитеатров. Фармазоны (из сборника «Бабы и дамы») (1900)] [омонимия не снята]
Extreme	ungoverned	Human + animals	no	no		  Ха-ха-ха!  	 Бык 	- 	бурей, не сдышится от гневу 	М. А. Шолохов. Поднятая целина. Книга 1 (1932) 	М. А. Шолохов 	1905 	Поднятая целина. Книга 1 	1932 	художественная 	роман 	 	Шолохов М. А. Собр. соч.: В 8 т. Т. 6 	1958 	 Бабка Ульяна ― буря бурей, не сдышится от гневу, ажник бородавка на носу подсигивает.  [М. А. Шолохов. Поднятая целина. Книга 1 (1932)] [омонимия не снята]
Extreme	ungoverned	Human + animals	no	no		  Родного дитятку задели.  ― 	 Бык 	  	быком!  И это бы не 	М. Н. Загоскин. Рославлев, или Русские в 1812 году (1830) 	М. Н. Загоскин 	1789 	Рославлев, или Русские в 1812 году 	1830 	художественная 	роман 	 	М. Н. Загоскин. Рославлев, или русские в 1812 году 	1980 	" И посмотрите, как отъелся; какой стал гладкой ― пострел бы его взял!  Бык быком!  И это бы не беда: пусть бы он себе трескал, проклятый, да жирел вволю ― черт с ним!  [М. Н. Загоскин. Рославлев, или Русские в 1812 году (1830)] [омонимия не снята]"
Extreme	ungoverned	Human + animals		no		 причмокивают навозом толстые ее пальцы: 	 ведьма 	  	быком!  	А. А. Черкасов. Бальджа (1883-1887) 	А. А. Черкасов 	1834 	Бальджа 	1883-1887 	художественная 	рассказ 	 	Черкасов Александр. Из записок сибирского охотника. Иркутск: Восточно-Сибирское книжное издательство, 1987 	1987 	 Так например, Костю Шантарина я встретил кузнецом на Желтугинских промыслах чрез семь лет ― бык быком!  [А. А. Черкасов. Бальджа (1883-1887)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 к двери.  И открыла ее ― 	 ведьма 	  	быком!  А Марфа Посадница?  	К. М. Станюкович. «Берег» и море (1902) 	К. М. Станюкович 	1843 	«Берег» и море 	1902 	художественная 	рассказ 	 	Станюкович К. М. Собр. соч.: В 10 т 	1977 	 Ха-ха-ха!  Бык-быком!  А Марфа Посадница?  [К. М. Станюкович. «Берег» и море (1902)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 к отцу пойду, а сам 	 волк 	  	быком, потянешь волок'oм!   ― Разве 	Азамат Козаев. Двое… Один… (2007) 	Азамат Козаев 	 	Двое… Один… 	2007 	художественная 	рассказ 	 	Предчувствие: Антология «шестой волны» 	2007 	 Родного дитятку задели.  ― Бык быком, потянешь волок'oм!   ― Разве я сильнее всех?  [Азамат Козаев. Двое… Один… (2007)] [омонимия не снята]
Extreme	ungoverned	Human + animals		no		 рысью, голова опущена к земле ― 	 волк 	  	"ведьмой; только вот глаза у "	Андрей Белый. Серебряный голубь (1909) 	Андрей Белый 	1880 	Серебряный голубь 	1909 	художественная 	роман 	 	Андрей Белый. Сочинения в двух томах 	1990 	"насчет  столяра и всего что ни есть между ними; да Матрене того не понять; вздрагивает Дарьяльский и смотрит: косолапая баба задумалась под коровой и тонкую из рук коровью выпустила «титьку»; кирпичного цвета клоки вылезли из-под платка: сидит на корточках, в зубах колупает пальцем, причмокивают навозом толстые ее пальцы: ведьма ведьмой; только вот глаза у нее ― глаза!  [Андрей Белый. Серебряный голубь (1909)] [омонимия не снята]"
Extreme	ungoverned	Human + animals		no		  Сразу видно ― изобретатель.  	 Глиста 	  	ведьмой.   Тамбулов извиняться не стал 	Галина Щербакова. Армия любовников (1997) 	Галина Щербакова 	1932 	Армия любовников 	1997 	художественная 	роман 	 	Галина Щербакова. Армия любовников 	2001 	 ― подумала Ольга, идя к двери.  И открыла ее ― ведьма ведьмой.   Тамбулов извиняться не стал.  [Галина Щербакова. Армия любовников (1997)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 еще до меня, и теперь 	 глушь 	- 	волком.  	Д. Н. Мамин-Сибиряк. Хлеб (1895) 	Д. Н. Мамин-Сибиряк 	1852 	Хлеб 	1895 	художественная 	роман 	 	Д. Н. Мамин-Сибиряк. Собр.соч.в 8 томах 	1955 	 Вот к отцу пойду, а сам волк волком.  [Д. Н. Мамин-Сибиряк. Хлеб (1895)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		 мешки и узлы навалены были 	 гора 	- 	волком.  	Андрей Макаревич. Дом (2001) 	Андрей Макаревич 	1953 	Дом 	2001 	публицистика ,  нехудожественная 	мемуары 	 	«Сам овца». Автобиографическая проза 	2002 	 Иногда рано утром я видел из окна, как она проходит через мой участок, непонятно каким образом туда попав, мелкой рысью, голова опущена к земле ― волк волком.  [Андрей Макаревич. Дом (2001)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		 помнит и на вид она 	 гора 	  	глистой!  Вам надо костюм на 	Владимир Дудинцев. Не хлебом единым (1956) 	Владимир Дудинцев 	1918 	Не хлебом единым 	1956 	художественная 	роман 	 	Дудинцев В. Не хлебом единым 	1957 	 Сразу видно ― изобретатель.  Глиста глистой!  Вам надо костюм на толстяка брать, чтобы свободно складки ложились.  [Владимир Дудинцев. Не хлебом единым (1956)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		 пола выставилась на самый вид, 	 гора 	  	глушью.  	Г. П. Данилевский. Воля (1863) 	Г. П. Данилевский 	1829 	Воля 	1863 	художественная 	роман 	 	Г. П. Данилевский. Беглые в Новороссии. Воля. Княжна Тараканова 	1983 	 Только люди ее почти все разбежались, и Конский Сырт этот как был еще до меня, и теперь глушь-глушью.  [Г. П. Данилевский. Воля (1863)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		 у нее вот как раздует.  	 Гора 	  	горой как на телеге, так 	В. И. Даль. Павел Алексеевич Игривый (1847) 	В. И. Даль 	1801 	Павел Алексеевич Игривый 	1847 	художественная 	повесть 	 	В. И. Даль (Казак Луганский). Повести. Рассказы. Очерки. Сказки 	1961 	 Дорожная поклажа усилилась еще и наросла разными покупками в губернском городе, и потому коробки, кузовки, картоны, мешки и узлы навалены были гора-горой как на телеге, так даже и на чердаке рыдвана, который, несмотря ни на какие возражения и остроты Ивана Павловича, в этом безобразном виде, круглый и пузатый, как готовый к отлету воздушный шар, величаво приближался к барской усадьбе.  [В. И. Даль. Павел Алексеевич Игривый (1847)] [омонимия не снята]
Extreme	ungoverned	Concrete	no	no		 и Домну Панферовну, замотана шалями, 	 гора 	  	"горою ходит; одна грудь так "	Н. С. Лесков. Воительница (1866) 	Н. С. Лесков 	1831 	Воительница 	1866 	художественная 	повесть 	 	Н. С. Лесков. Собрание сочинений 	1993 	" Здоровьем она не хвалится, хотя никто ее больною не помнит и на вид она гора горою ходит; одна грудь так такое из себя представляет, что даже ужасно, а сама она, Домна Платоновна, все жалуется.  [Н. С. Лесков. Воительница (1866)] [омонимия не снята]"
Extreme	ungoverned	Concrete		no		 понес оба варианта.  Ростовцев выглядел 	 гроза 	  	"горой; косится он, сердится.  "	Ф. М. Достоевский. Идиот (1869) 	Ф. М. Достоевский 	1821 	Идиот 	1869 	художественная 	роман 	 	Идиот. Роман в четырех частях Федора Достоевского 	1878 	" Вчера в трактире сидим, а у меня как бы невзначай пола выставилась на самый вид, гора горой; косится он, сердится.  [Ф. М. Достоевский. Идиот (1869)] [омонимия не снята]"
Extreme	ungoverned	Concrete		no		 расшумится, зафырчит, ну куда там, 	 гроза 	  	горой.   ― Нечистый, стало быть, вон 	М. Е. Салтыков-Щедрин. Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина (1887-1889) 	М. Е. Салтыков-Щедрин 	1826 	Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина 	1887-1889 	художественная 	роман 	 	М. Е. Салтыков-Щедрин. Собрание сочинений в 20 т. Т. 5 	1966 	 И представьте, как начнет выкликать, живот у нее вот как раздует.  Гора горой.   ― Нечистый, стало быть, вон из утробы просится, ― шутит дедушка.  [М. Е. Салтыков-Щедрин. Пошехонская старина. Житие Никанора Затрапезного, пошехонского дворянина (1887-1889)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		    Подошел один, 	 деревня 	- 	горой, обмерзла.  	И. С. Шмелев. Лето Господне (1927-1944) 	И. С. Шмелев 	1873 	Лето Господне 	1927-1944 	художественная 	роман 	 	 	 	  Встречаем и Домну Панферовну, замотана шалями, гора горой, обмерзла.  [И. С. Шмелев. Лето Господне (1927-1944)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 краешком души жителей Квинса пожалел: 	 деревня 	- 	грозой.  Он был полуночником, сидел 	С. А. Дангулов. Новиков (1981) 	С. А. Дангулов 	1912 	Новиков 	1981 	публицистика, нехудожественная 	мемуары 	политика и общественная жизнь, искусство и культура 	Дангулов Савва. Художники. Литературные портреты. М.: Советский писатель, 1987 	1987 	 Когда дошло дело до показа, понес оба варианта.  Ростовцев выглядел гроза грозой.  Он был полуночником, сидел над мизансценами ночами.  [С. А. Дангулов. Новиков (1981)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 трапе!   В Москву приехал поступать: 	 деревня 	  	грозой, сейчас разнесет.  	Владимир Личутин. Любостай (1987) 	Владимир Личутин 	1940 	Любостай 	1987 	художественная 	роман 	 	Личутин В. В. Любостай 	1990 	 Как самовар расшумится, зафырчит, ну куда там, гроза грозой, сейчас разнесет.  [Владимир Личутин. Любостай (1987)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		  Мать наша ― 	 деревня 	  	деревней,  Я ж сперва не 	Борис Левин. Инородное тело (1965-1994) 	Борис Левин 	1938 	Инородное тело 	1965-1994 	художественная 	повесть 	 	Борис Левин. Инородное тело. Автобиографическая проза и поэзия 	2002 	   Подошел один, деревня-деревней,  Я ж сперва не раскусил его, гада.  [Борис Левин. Инородное тело (1965-1994)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 него поставишь толстую, подошву подгонишь ― 	 дерево 	  	деревней.  	Борис Левин. Инородное тело (1965-1994) 	Борис Левин 	1938 	Инородное тело 	1965-1994 	художественная 	повесть 	 	Борис Левин. Инородное тело. Автобиографическая проза и поэзия 	2002 	 Но все же краешком души жителей Квинса пожалел: деревня-деревней.  [Борис Левин. Инородное тело (1965-1994)] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 какая она из себя-то, 	 дерево 	  	деревней.   Отстучал телеграмму: «Приняли!»  	Александр Терехов. Клоун // «Огонек». № 6, 1991 	Александр Терехов 	 	Клоун 	1991 	публицистика ,  нехудожественная 	статья 	искусство и культура, досуг, зрелища и развлечения 	«Огонек». № 6 	1991 	 Ведь слово-то какое: штейн-трапе!   В Москву приехал поступать: деревня деревней.   Отстучал телеграмму: «Приняли!»  [Александр Терехов. Клоун // «Огонек». № 6, 1991] [омонимия не снята]
Extreme	ungoverned	Concrete		no		 и в роду не бывало.  	 Дерево 	  	деревней, сестра Маруся ― пьянь, рвань 	Людмила Улицкая. Дар нерукотворный (1998) 	Людмила Улицкая 	1943 	Дар нерукотворный 	1998 	художественная 	рассказ 	 	Улицкая Л. Пиковая дама и другие 	2001 	 Мать наша ― деревня деревней, сестра Маруся ― пьянь, рвань, в жопе ветер, да выблядки ее сопливые…  [Людмила Улицкая. Дар нерукотворный (1998)] [омонимия не снята]
